itemsets,support
"frozenset({'围巾', 'STATUS_已退款'})",0.03780305682593866
"frozenset({'围巾', '模型'})",0.005116224569791018
"frozenset({'围巾', '文具'})",0.0051724116471544
"frozenset({'STATUS_部分退款', '零食'})",0.036072281474498265
"frozenset({'STATUS_已退款', '零食'})",0.03593892606936366
"frozenset({'STATUS_部分退款', '裤子'})",0.035627585650176055
"frozenset({'STATUS_已退款', '裤子'})",0.035463647405463906
"frozenset({'外套', 'STATUS_部分退款'})",0.03493431535068293
"frozenset({'STATUS_已退款', '外套'})",0.034851634999499476
"frozenset({'平板电脑', 'STATUS_部分退款'})",0.034425608931896105
"frozenset({'STATUS_已退款', '平板电脑'})",0.03440569452472934
"frozenset({'蛋奶', 'STATUS_部分退款'})",0.0333783244835723
"frozenset({'STATUS_已退款', '蛋奶'})",0.033479674591474606
"frozenset({'调味品', 'STATUS_部分退款'})",0.032331217842455344
"frozenset({'STATUS_已退款', '调味品'})",0.032294233943431346
"frozenset({'STATUS_已退款', '智能手表'})",0.03515817462410223
"frozenset({'智能手表', 'STATUS_部分退款'})",0.035341493854360605
"frozenset({'STATUS_已退款', '内衣'})",0.03510234316115254
"frozenset({'内衣', 'STATUS_部分退款'})",0.03495725248036608
"frozenset({'STATUS_部分退款', '模型'})",0.038026027063323725
"frozenset({'STATUS_已退款', '模型'})",0.037991176850781884
"frozenset({'笔记本电脑', 'STATUS_部分退款'})",0.03535660746694253
"frozenset({'STATUS_已退款', '笔记本电脑'})",0.03525419051579915
"frozenset({'STATUS_部分退款', '水产'})",0.03280667431356194
"frozenset({'STATUS_已退款', '水产'})",0.032883487026919477
"frozenset({'STATUS_已退款', '智能手机'})",0.036457234077320176
"frozenset({'STATUS_部分退款', '智能手机'})",0.03644834371697787
"frozenset({'STATUS_已退款', '健身器材'})",0.035478583210838986
"frozenset({'健身器材', 'STATUS_部分退款'})",0.03527908352475761
"frozenset({'STATUS_已退款', '饮料'})",0.036605525287829864
"frozenset({'饮料', 'STATUS_部分退款'})",0.03658898921759317
"frozenset({'STATUS_已退款', '办公用品'})",0.03294323024841978
"frozenset({'办公用品', 'STATUS_部分退款'})",0.03291211398722171
"frozenset({'车载电子', 'STATUS_部分退款'})",0.03444979071202718
"frozenset({'STATUS_已退款', '车载电子'})",0.03444783483275187
"frozenset({'卫浴用品', 'STATUS_部分退款'})",0.037016793357264995
"frozenset({'STATUS_已退款', '卫浴用品'})",0.03698158753030946
"frozenset({'文具', '卫浴用品'})",0.005002072342995792
"frozenset({'卫浴用品', '模型'})",0.005066616359080943
"frozenset({'围巾', '卫浴用品'})",0.005052036168119559
"frozenset({'STATUS_部分退款', '游戏机'})",0.03563843188979367
"frozenset({'STATUS_已退款', '游戏机'})",0.035540815733235136
"frozenset({'益智玩具', 'STATUS_部分退款'})",0.035386656884899524
"frozenset({'STATUS_已退款', '益智玩具'})",0.03549600831710991
"frozenset({'玩具', 'STATUS_部分退款'})",0.03335912130523292
"frozenset({'STATUS_已退款', '玩具'})",0.03344002358434792
"frozenset({'儿童课外读物', 'STATUS_部分退款'})",0.03492791429123647
"frozenset({'STATUS_已退款', '儿童课外读物'})",0.03508918542784593
"frozenset({'文具', 'STATUS_部分退款'})",0.037786165141288276
"frozenset({'文具', 'STATUS_已退款'})",0.037633428750607434
"frozenset({'文具', '模型'})",0.005160854178709401
"frozenset({'STATUS_部分退款', '手套'})",0.033651258546081135
"frozenset({'STATUS_已退款', '手套'})",0.03357426802551676
"frozenset({'鞋子', 'STATUS_部分退款'})",0.03169360119870507
"frozenset({'STATUS_已退款', '鞋子'})",0.03160540882410938
"frozenset({'STATUS_已退款', '相机'})",0.034369421854532727
"frozenset({'相机', 'STATUS_部分退款'})",0.03452838149745318
"frozenset({'水果', 'STATUS_部分退款'})",0.036923800188084464
"frozenset({'水果', 'STATUS_已退款'})",0.03681551559911516
"frozenset({'水果', '文具'})",0.005028565616815868
"frozenset({'水果', '模型'})",0.0050328329897801755
"frozenset({'水果', '围巾'})",0.005006517523166946
"frozenset({'STATUS_部分退款', '耳机'})",0.03565799068254675
"frozenset({'STATUS_已退款', '耳机'})",0.03551752298913829
"frozenset({'床上用品', 'STATUS_部分退款'})",0.03355310896790206
"frozenset({'STATUS_已退款', '床上用品'})",0.033694821311758445
"frozenset({'STATUS_已退款', '婴儿用品'})",0.03465320215665917
"frozenset({'STATUS_部分退款', '婴儿用品'})",0.03456998838385518
"frozenset({'帽子', 'STATUS_部分退款'})",0.03442383085982764
"frozenset({'帽子', 'STATUS_已退款'})",0.03455825310820333
"frozenset({'STATUS_已退款', '蔬菜'})",0.03364699117311683
"frozenset({'蔬菜', 'STATUS_部分退款'})",0.03375047496750129
"frozenset({'STATUS_已退款', '摄像机'})",0.03110559276566486
"frozenset({'摄像机', 'STATUS_部分退款'})",0.0310806997567064
"frozenset({'米面', 'STATUS_部分退款'})",0.03383653365561482
"frozenset({'STATUS_已退款', '米面'})",0.033861426664573285
"frozenset({'STATUS_已退款', '户外装备'})",0.03342739927266184
"frozenset({'户外装备', 'STATUS_部分退款'})",0.033356098582716535
"frozenset({'STATUS_已退款', '汽车装饰'})",0.033177580147043
"frozenset({'汽车装饰', 'STATUS_部分退款'})",0.03312352675616177
"frozenset({'音响', 'STATUS_已退款'})",0.031495168355864765
"frozenset({'音响', 'STATUS_部分退款'})",0.03166266274471383
"frozenset({'STATUS_已退款', '肉类'})",0.03442240840217287
"frozenset({'STATUS_部分退款', '肉类'})",0.034419563486863335
"frozenset({'STATUS_已退款', '家具'})",0.03425118006198004
"frozenset({'家具', 'STATUS_部分退款'})",0.03440142715176503
"frozenset({'STATUS_已退款', '上衣'})",0.03307534100310647
"frozenset({'上衣', 'STATUS_部分退款'})",0.033027688671671704
"frozenset({'裙子', 'STATUS_部分退款'})",0.03620368100035757
"frozenset({'STATUS_已退款', '裙子'})",0.03618181071391549
"frozenset({'厨具', 'STATUS_已退款'})",0.03309294391658424
"frozenset({'厨具', 'STATUS_部分退款'})",0.03326595032884554
