itemsets,support
"frozenset({'支付方式_现金', '笔记本电脑'})",0.010093844444444444
"frozenset({'笔记本电脑', '支付方式_云闪付'})",0.010068525925925926
"frozenset({'笔记本电脑', '支付方式_储蓄卡'})",0.01008417037037037
"frozenset({'支付方式_支付宝', '笔记本电脑'})",0.010081925925925926
"frozenset({'笔记本电脑', '支付方式_信用卡'})",0.010083125925925926
"frozenset({'笔记本电脑', '支付方式_银联'})",0.010090081481481482
"frozenset({'支付方式_现金', '卫浴用品'})",0.01058205925925926
"frozenset({'支付方式_信用卡', '卫浴用品'})",0.010570066666666666
"frozenset({'支付方式_储蓄卡', '卫浴用品'})",0.010559125925925925
"frozenset({'支付方式_微信支付', '卫浴用品'})",0.010564762962962963
"frozenset({'支付方式_银联', '卫浴用品'})",0.010567859259259259
"frozenset({'卫浴用品', '支付方式_云闪付'})",0.010557955555555555
"frozenset({'支付方式_支付宝', '卫浴用品'})",0.010564074074074075
"frozenset({'支付方式_现金', '裤子'})",0.010167518518518518
"frozenset({'支付方式_信用卡', '裤子'})",0.010159614814814815
"frozenset({'裤子', '支付方式_储蓄卡'})",0.010166896296296296
"frozenset({'裤子', '支付方式_云闪付'})",0.01016345925925926
"frozenset({'裤子', '支付方式_银联'})",0.010160422222222222
"frozenset({'支付方式_微信支付', '裤子'})",0.010162777777777778
"frozenset({'支付方式_支付宝', '裤子'})",0.010164429629629629
"frozenset({'支付方式_现金', '文具'})",0.010776822222222222
"frozenset({'文具', '支付方式_储蓄卡'})",0.010788866666666667
"frozenset({'支付方式_支付宝', '文具'})",0.010754362962962963
"frozenset({'文具', '支付方式_云闪付'})",0.010757725925925925
"frozenset({'文具', '支付方式_微信支付'})",0.010749548148148148
"frozenset({'文具', '支付方式_银联'})",0.010775014814814814
"frozenset({'支付方式_信用卡', '文具'})",0.01077011111111111
"frozenset({'儿童课外读物', '支付方式_云闪付'})",0.01001031111111111
"frozenset({'支付方式_现金', '儿童课外读物'})",0.01000728888888889
"frozenset({'支付方式_信用卡', '儿童课外读物'})",0.01000194074074074
"frozenset({'支付方式_支付宝', '儿童课外读物'})",0.010004422222222222
"frozenset({'支付方式_银联', '零食'})",0.01029117037037037
"frozenset({'支付方式_储蓄卡', '零食'})",0.010282125925925926
"frozenset({'支付方式_现金', '零食'})",0.010288992592592593
"frozenset({'支付方式_信用卡', '零食'})",0.010276948148148148
"frozenset({'支付方式_支付宝', '零食'})",0.01029371111111111
"frozenset({'支付方式_微信支付', '零食'})",0.010288266666666667
"frozenset({'支付方式_云闪付', '零食'})",0.010297696296296297
"frozenset({'支付方式_储蓄卡', '水果'})",0.010536844444444445
"frozenset({'支付方式_现金', '水果'})",0.0105354
"frozenset({'支付方式_信用卡', '水果'})",0.010527162962962962
"frozenset({'支付方式_支付宝', '水果'})",0.010520437037037037
"frozenset({'支付方式_微信支付', '水果'})",0.010525496296296297
"frozenset({'支付方式_银联', '水果'})",0.010516933333333334
"frozenset({'支付方式_云闪付', '水果'})",0.010506896296296296
"frozenset({'支付方式_现金', '模型'})",0.010840792592592593
"frozenset({'支付方式_储蓄卡', '模型'})",0.010849437037037037
"frozenset({'模型', '支付方式_云闪付'})",0.010854659259259259
"frozenset({'支付方式_微信支付', '模型'})",0.010855948148148149
"frozenset({'支付方式_支付宝', '模型'})",0.010848014814814814
"frozenset({'支付方式_银联', '模型'})",0.010847051851851851
"frozenset({'支付方式_信用卡', '模型'})",0.01083385925925926
"frozenset({'支付方式_现金', '智能手表'})",0.010047348148148148
"frozenset({'智能手表', '支付方式_储蓄卡'})",0.010053192592592592
"frozenset({'智能手表', '支付方式_信用卡'})",0.010045555555555556
"frozenset({'智能手表', '支付方式_云闪付'})",0.01003682962962963
"frozenset({'支付方式_支付宝', '智能手表'})",0.01005
"frozenset({'智能手表', '支付方式_银联'})",0.010032237037037038
"frozenset({'智能手表', '支付方式_微信支付'})",0.01003665925925926
"frozenset({'裙子', '支付方式_现金'})",0.010316422222222222
"frozenset({'裙子', '支付方式_储蓄卡'})",0.010328333333333333
"frozenset({'裙子', '支付方式_支付宝'})",0.010311822222222222
"frozenset({'裙子', '支付方式_云闪付'})",0.010311651851851851
"frozenset({'裙子', '支付方式_信用卡'})",0.0103184
"frozenset({'裙子', '支付方式_银联'})",0.0103112
"frozenset({'裙子', '支付方式_微信支付'})",0.010316725925925927
"frozenset({'支付方式_支付宝', '健身器材'})",0.010089577777777779
"frozenset({'支付方式_信用卡', '健身器材'})",0.010079637037037037
"frozenset({'支付方式_储蓄卡', '健身器材'})",0.01006922962962963
"frozenset({'支付方式_云闪付', '健身器材'})",0.010080755555555555
"frozenset({'支付方式_微信支付', '健身器材'})",0.010098155555555556
"frozenset({'支付方式_现金', '健身器材'})",0.010081237037037036
"frozenset({'支付方式_银联', '健身器材'})",0.0100938
"frozenset({'支付方式_储蓄卡', '游戏机'})",0.010157103703703704
"frozenset({'支付方式_银联', '游戏机'})",0.010171429629629629
"frozenset({'游戏机', '支付方式_云闪付'})",0.010168622222222222
"frozenset({'支付方式_支付宝', '游戏机'})",0.010148948148148148
"frozenset({'支付方式_微信支付', '游戏机'})",0.010164703703703704
"frozenset({'支付方式_现金', '游戏机'})",0.010170607407407408
"frozenset({'支付方式_信用卡', '游戏机'})",0.010161192592592592
"frozenset({'支付方式_信用卡', '益智玩具'})",0.010119874074074074
"frozenset({'支付方式_储蓄卡', '益智玩具'})",0.010132088888888889
"frozenset({'支付方式_现金', '益智玩具'})",0.01012054074074074
"frozenset({'益智玩具', '支付方式_云闪付'})",0.01012417037037037
"frozenset({'支付方式_微信支付', '益智玩具'})",0.010133837037037036
"frozenset({'支付方式_银联', '益智玩具'})",0.010119
"frozenset({'支付方式_支付宝', '益智玩具'})",0.010141474074074074
"frozenset({'支付方式_支付宝', '饮料'})",0.010452548148148149
"frozenset({'饮料', '支付方式_储蓄卡'})",0.010442666666666666
"frozenset({'饮料', '支付方式_信用卡'})",0.010452451851851853
"frozenset({'支付方式_现金', '饮料'})",0.010428266666666667
"frozenset({'饮料', '支付方式_微信支付'})",0.010424362962962962
"frozenset({'饮料', '支付方式_云闪付'})",0.010432592592592592
"frozenset({'饮料', '支付方式_银联'})",0.01043754074074074
"frozenset({'围巾', '支付方式_储蓄卡'})",0.010803503703703704
"frozenset({'围巾', '支付方式_微信支付'})",0.01080225925925926
"frozenset({'围巾', '支付方式_信用卡'})",0.010804614814814815
"frozenset({'围巾', '支付方式_云闪付'})",0.010801192592592592
"frozenset({'支付方式_现金', '围巾'})",0.01080888148148148
"frozenset({'围巾', '支付方式_支付宝'})",0.010791422222222222
"frozenset({'围巾', '支付方式_银联'})",0.010805488888888888
