itemsets,support
"服装_裙子, 食品, 服装",0.03239381481481481
"家居, 家居_床上用品",0.06693833333333334
"食品, 家居_床上用品",0.030026933333333332
"家居_床上用品, 服装",0.03018856296296296
"家居_床上用品, 电子产品",0.030012585185185185
"家居, 食品, 家居_床上用品",0.030026933333333332
"家居, 家居_床上用品, 服装",0.03018856296296296
"家居, 家居_床上用品, 电子产品",0.030012585185185185
"运动户外, 食品",0.059815503703703705
"运动户外, 服装",0.06017177037037037
"运动户外, 电子产品",0.05975159259259259
"运动户外, 家居",0.030470533333333334
"运动户外, 玩具",0.024227651851851852
"运动户外, 食品, 服装",0.02580462962962963
"运动户外, 电子产品, 服装",0.02576757037037037
"运动户外, 食品, 电子产品",0.02562014074074074
"运动户外, 运动户外_健身器材",0.07059355555555556
"食品, 运动户外_健身器材",0.0316556
"服装, 运动户外_健身器材",0.031855155555555556
"电子产品, 运动户外_健身器材",0.03161042962962963
"运动户外, 食品, 运动户外_健身器材",0.0316556
"运动户外, 服装, 运动户外_健身器材",0.031855155555555556
"运动户外, 电子产品, 运动户外_健身器材",0.03161042962962963
"服装_手套, 服装",0.06750016296296296
"电子产品, 服装_手套",0.03025814814814815
"食品, 服装_手套",0.03027137777777778
"电子产品, 服装, 服装_手套",0.03025814814814815
"食品, 服装_手套, 服装",0.03027137777777778
"电子产品, 电子产品_游戏机",0.07114345185185185
"食品, 电子产品_游戏机",0.03192451851851852
"电子产品_游戏机, 服装",0.032082511111111114
"电子产品, 食品, 电子产品_游戏机",0.03192451851851852
"电子产品, 电子产品_游戏机, 服装",0.032082511111111114
"电子产品, 电子产品_相机",0.06888159259259259
"食品, 电子产品_相机",0.03089482962962963
"电子产品_相机, 服装",0.03108094074074074
"电子产品, 食品, 电子产品_相机",0.03089482962962963
"电子产品, 电子产品_相机, 服装",0.03108094074074074
"家居_家具, 家居",0.06863259259259259
"家居_家具, 电子产品",0.030751251851851853
"家居_家具, 食品",0.030785385185185185
"家居_家具, 服装",0.030955192592592592
"家居_家具, 家居, 电子产品",0.030751251851851853
"家居_家具, 家居, 食品",0.030785385185185185
"家居_家具, 家居, 服装",0.030955192592592592
"食品, 食品_蛋奶",0.0669151111111111
"食品_蛋奶, 电子产品",0.029984933333333335
"食品_蛋奶, 服装",0.0301718
"食品, 食品_蛋奶, 电子产品",0.029984933333333335
"食品, 食品_蛋奶, 服装",0.0301718
"玩具_益智玩具, 玩具",0.07089191111111111
"玩具_益智玩具, 食品",0.03180148148148148
"玩具_益智玩具, 服装",0.0319862962962963
"玩具_益智玩具, 电子产品",0.03177028888888889
"玩具_益智玩具, 玩具, 食品",0.03180148148148148
"玩具_益智玩具, 玩具, 服装",0.0319862962962963
"玩具_益智玩具, 玩具, 电子产品",0.03177028888888889
"食品, 食品_饮料",0.07307030370370371
"电子产品, 食品_饮料",0.032748185185185186
"食品_饮料, 服装",0.03295734074074074
"食品, 电子产品, 食品_饮料",0.032748185185185186
"食品_饮料, 食品, 服装",0.03295734074074074
"运动户外, 运动户外_户外装备",0.06662045925925926
"运动户外_户外装备, 服装",0.030051096296296296
"运动户外_户外装备, 电子产品",0.029861696296296297
"运动户外_户外装备, 食品",0.029879948148148146
"运动户外, 运动户外_户外装备, 服装",0.030051096296296296
"运动户外, 运动户外_户外装备, 电子产品",0.029861696296296297
"运动户外, 运动户外_户外装备, 食品",0.029879948148148146
"家居_厨具, 家居",0.0663394074074074
"家居_厨具, 食品",0.029765777777777776
"家居_厨具, 服装",0.02990931111111111
"家居_厨具, 电子产品",0.029710214814814815
"家居_厨具, 家居, 食品",0.029765777777777776
"家居_厨具, 家居, 服装",0.02990931111111111
"家居_厨具, 家居, 电子产品",0.029710214814814815
"服装_外套, 服装",0.06972815555555556
"服装_外套, 电子产品",0.031247444444444446
"服装_外套, 食品",0.03127328148148148
"服装_外套, 电子产品, 服装",0.031247444444444446
"服装_外套, 食品, 服装",0.03127328148148148
"服装_围巾, 服装",0.07561716296296296
"食品, 服装_围巾",0.033912096296296296
"服装_围巾, 电子产品",0.03389466666666666
"食品, 服装_围巾, 服装",0.033912096296296296
"服装_围巾, 电子产品, 服装",0.03389466666666666
"食品_米面, 食品",0.06777105925925926
"食品_米面, 电子产品",0.030378844444444445
"食品_米面, 服装",0.030559970370370372
"食品_米面, 食品, 电子产品",0.030378844444444445
"食品_米面, 食品, 服装",0.030559970370370372
"办公, 办公_办公用品",0.0658134
"电子产品, 办公_办公用品",0.029494303703703702
"办公_办公用品, 服装",0.029684488888888888
"食品, 办公_办公用品",0.029510385185185187
"办公, 电子产品, 办公_办公用品",0.029494303703703702
"办公_办公用品, 办公, 服装",0.029684488888888888
"食品, 办公, 办公_办公用品",0.029510385185185187
"汽车用品, 汽车用品_汽车装饰",0.06635956296296296
"汽车用品_汽车装饰, 服装",0.029911185185185186
"食品, 汽车用品_汽车装饰",0.029774037037037036
"汽车用品_汽车装饰, 电子产品",0.029726133333333335
"汽车用品, 汽车用品_汽车装饰, 服装",0.029911185185185186
"汽车用品, 食品, 汽车用品_汽车装饰",0.029774037037037036
"汽车用品, 汽车用品_汽车装饰, 电子产品",0.029726133333333335
